source_id,source_ref,doi_or_url,data_extraction,data_type,fiber_type,resin_type,fiber_grade,manufacturing_method,fabric_type,fiber_volume_pct,CNT_vol_frac_pct,interlayer_vol_frac_pct,manufacturing_pressure_psi,Tg_dry_C,Tg_wet_C,layup_code,pct_0_plies,pct_45_plies,pct_90_plies,num_plies,thickness_mm,test_type,test_standard,environment,env_code,temperature_C,moisture_condition,moisture_code,tensile_strength_MPa,tensile_modulus_GPa,compressive_strength_MPa,compressive_modulus_GPa,flexural_strength_MPa,flexural_modulus_GPa,shear_strength_MPa,GIIc_Jm2,reported_CV_pct,reported_std_MPa,strength_MPa,modulus_GPa,fiber_rank,fiber_tensile_modulus_GPa,fiber_tensile_strength_MPa,fiber_density_gcc,manufacturing_code,layup_class,layup_code_num,E_L_ROM_GPa,E_T_HT_GPa,orientation_efficiency,sigma_L_ROM_MPa,thermal_knockdown,effective_Vf_pct,mfg_quality_index,anisotropy_proxy,cnt_il_synergy,zero_ply_contribution,composite_density_gcc,sigma_L_specific
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[90]14,0.0,0.0,100.0,,,Transverse_Compression,ASTM D6641,CTD,0,-53.9,Dry,0,,,381.3483362980736,10.548959583005834,,,,,,,381.3483362980736,10.548959583005834,7,276,5516,1.78,1,UD_90deg,2,163.0215,17.064918184137326,1.4057996285562142e-65,3258.0884,-0.2603864734299517,58.54,5.0,9.553019723911506,0.0,0.0,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[90]14,0.0,0.0,100.0,,,Transverse_Compression,ASTM D6641,RTD,1,21.1,Dry,0,,,285.71822556847167,9.721590203946551,,,,,,,285.71822556847167,9.721590203946551,7,276,5516,1.78,1,UD_90deg,2,163.0215,17.064918184137326,1.4057996285562142e-65,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,0.0,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[90]14,0.0,0.0,100.0,,,Transverse_Compression,ASTM D6641,ETW,3,121.1,Wet,1,,,131.13804658089603,8.13579889408293,,,,,,,131.13804658089603,8.13579889408293,7,276,5516,1.78,1,UD_90deg,2,163.0215,17.064918184137326,1.4057996285562142e-65,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,0.0,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45]3S,0.0,100.0,0.0,,,InPlane_Shear,ASTM D3518,CTD,0,-53.9,Dry,0,,,,,,,91.1485265930308,,,,91.1485265930308,,7,276,5516,1.78,1,UD_45deg,3,163.0215,17.064918184137326,0.25000000000000006,3258.0884,-0.2603864734299517,58.54,5.0,9.553019723911506,0.0,0.0,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45]3S,0.0,100.0,0.0,,,InPlane_Shear,ASTM D3518,RTD,1,21.1,Dry,0,,,,,,,91.1485265930308,,,,91.1485265930308,,7,276,5516,1.78,1,UD_45deg,3,163.0215,17.064918184137326,0.25000000000000006,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,0.0,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45]3S,0.0,100.0,0.0,,,InPlane_Shear,ASTM D3518,ETW,3,121.1,Wet,1,,,,,,,38.196886333236804,,,,38.196886333236804,,7,276,5516,1.78,1,UD_45deg,3,163.0215,17.064918184137326,0.25000000000000006,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,0.0,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,UNT_QI_Tension,ASTM D3039,CTD,0,-53.9,Dry,0,642.5902177360416,56.605855017305814,,,,,,,,,642.5902177360416,56.605855017305814,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,-0.2603864734299517,58.54,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,UNT_QI_Tension,ASTM D3039,RTD,1,21.1,Dry,0,626.0428301548559,55.84743308650147,,,,,,,,,626.0428301548559,55.84743308650147,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,UNT_QI_Tension,ASTM D3039,ETW,3,121.1,Wet,1,581.2269887891449,54.81322136267737,,,,,,,,,581.2269887891449,54.81322136267737,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45/0/45/-45/90/45/-45/45/-45]S,10.0,80.0,10.0,,,UNT_Soft_Tension,ASTM D3039,CTD,0,-53.9,Dry,0,446.08999020946237,40.12741488437513,,,,,,,,,446.08999020946237,40.12741488437513,7,276,5516,1.78,1,Soft_ShearDom,6,163.0215,17.064918184137326,0.30000000000000004,3258.0884,-0.2603864734299517,58.54,5.0,9.553019723911506,0.0,325.80884000000003,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45/0/45/-45/90/45/-45/45/-45]S,10.0,80.0,10.0,,,UNT_Soft_Tension,ASTM D3039,RTD,1,21.1,Dry,0,435.05839848867197,39.36899295357079,,,,,,,,,435.05839848867197,39.36899295357079,7,276,5516,1.78,1,Soft_ShearDom,6,163.0215,17.064918184137326,0.30000000000000004,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,325.80884000000003,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45/0/45/-45/90/45/-45/45/-45]S,10.0,80.0,10.0,,,UNT_Soft_Tension,ASTM D3039,ETW,3,121.1,Wet,1,395.7583529833561,38.61057102276644,,,,,,,,,395.7583529833561,38.61057102276644,7,276,5516,1.78,1,Soft_ShearDom,6,163.0215,17.064918184137326,0.30000000000000004,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,325.80884000000003,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[0/45/0/90/0/-45/0/45/0/-45]S,50.0,40.0,10.0,,,UNT_Hard_Tension,ASTM D3039,CTD,0,-53.9,Dry,0,928.0326535114935,82.32325321639846,,,,,,,,,928.0326535114935,82.32325321639846,7,276,5516,1.78,1,Hard_Stiff,7,163.0215,17.064918184137326,0.6000000000000001,3258.0884,-0.2603864734299517,58.54,5.0,9.553019723911506,0.0,1629.0442,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[0/45/0/90/0/-45/0/45/0/-45]S,50.0,40.0,10.0,,,UNT_Hard_Tension,ASTM D3039,RTD,1,21.1,Dry,0,904.5905211048138,80.80640935478978,,,,,,,,,904.5905211048138,80.80640935478978,7,276,5516,1.78,1,Hard_Stiff,7,163.0215,17.064918184137326,0.6000000000000001,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,1629.0442,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[0/45/0/90/0/-45/0/45/0/-45]S,50.0,40.0,10.0,,,UNT_Hard_Tension,ASTM D3039,ETW,3,121.1,Wet,1,825.9904300941822,78.80693335539651,,,,,,,,,825.9904300941822,78.80693335539651,7,276,5516,1.78,1,Hard_Stiff,7,163.0215,17.064918184137326,0.6000000000000001,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,1629.0442,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,UNC_QI_Compression,ASTM D6641,RTD,1,21.1,Dry,0,,,499.17952536576627,55.70953818999159,,,,,,,499.17952536576627,55.70953818999159,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,UNC_QI_Compression,ASTM D6641,ETW,3,121.1,Wet,1,,,381.27938884981864,54.261641776637845,,,,,,,381.27938884981864,54.261641776637845,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45/0/45/-45/90/45/-45/45/-45]S,10.0,80.0,10.0,,,UNC_Soft_Compression,ASTM D6641,RTD,1,21.1,Dry,0,,,370.9372716115776,39.162150608805966,,,,,,,370.9372716115776,39.162150608805966,7,276,5516,1.78,1,Soft_ShearDom,6,163.0215,17.064918184137326,0.30000000000000004,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,325.80884000000003,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/-45/0/45/-45/90/45/-45/45/-45]S,10.0,80.0,10.0,,,UNC_Soft_Compression,ASTM D6641,ETW,3,121.1,Wet,1,,,263.37925233387114,37.30056950592259,,,,,,,263.37925233387114,37.30056950592259,7,276,5516,1.78,1,Soft_ShearDom,6,163.0215,17.064918184137326,0.30000000000000004,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,325.80884000000003,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[0/45/0/90/0/-45/0/45/0/-45]S,50.0,40.0,10.0,,,UNC_Hard_Compression,ASTM D6641,RTD,1,21.1,Dry,0,,,680.5113142762586,80.39272466526013,,,,,,,680.5113142762586,80.39272466526013,7,276,5516,1.78,1,Hard_Stiff,7,163.0215,17.064918184137326,0.6000000000000001,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,1629.0442,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[0/45/0/90/0/-45/0/45/0/-45]S,50.0,40.0,10.0,,,UNC_Hard_Compression,ASTM D6641,ETW,3,121.1,Wet,1,,,504.005846743612,77.29008949378785,,,,,,,504.005846743612,77.29008949378785,7,276,5516,1.78,1,Hard_Stiff,7,163.0215,17.064918184137326,0.6000000000000001,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,1629.0442,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,OHT_QI,ASTM D5766,CTD,0,-53.9,Dry,0,414.3741640121899,,,,,,,,,,414.3741640121899,,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,-0.2603864734299517,58.54,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,OHT_QI,ASTM D5766,RTD,1,21.1,Dry,0,402.6530978088501,,,,,,,,,,402.6530978088501,,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,0.10193236714975847,58.54,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
S1,"NCAMP, CAM-RP-2009-015 Rev A. NIAR, Wichita State Univ., 2011.",https://www.wichita.edu/NIAR/ncamp,Table 2-1 & 2-2 B-basis lamina/laminate design values,Mean_value,IM7,Hexcel 8552 Epoxy,Aerospace Qualification,Autoclave,Unidirectional (UD),58.54,0.0,0.0,100.0,207.0,160.2,[45/0/-45/90]2S,25.0,50.0,25.0,,,OHT_QI,ASTM D5766,ETW,3,121.1,Wet,1,371.62674609412704,,,,,,,,,,371.62674609412704,,7,276,5516,1.78,1,QuasiIsotropic,5,163.0215,17.064918184137326,0.375,3258.0884,0.585024154589372,58.04,5.0,9.553019723911506,0.0,814.5221,1.5602620000000003,2088.1675000737055
